GroupRank,GroupName,GroupTotalCount,GroupPercentOfGames,OpeningRank,OpeningName,VariationName,Count,PercentOfGames
32,"Scotch Game",57567,0.575275,183,"Scotch Game: Schmidt Variation","Schmidt Variation",13463,0.134538
32,"Scotch Game",57567,0.575275,192,"Scotch Game: Mieses Variation","Mieses Variation",12585,0.125764
32,"Scotch Game",57567,0.575275,304,"Scotch Game: Scotch Gambit, Advance Variation","Scotch Gambit, Advance Variation",7780,0.077747
32,"Scotch Game",57567,0.575275,437,"Scotch Game: Potter Variation","Potter Variation",5563,0.055592
32,"Scotch Game",57567,0.575275,463,"Scotch Game","",5311,0.053074
32,"Scotch Game",57567,0.575275,574,"Scotch Game: Classical Variation","Classical Variation",4094,0.040912
32,"Scotch Game",57567,0.575275,688,"Scotch Game: Classical Variation, Intermezzo Variation","Classical Variation, Intermezzo Variation",3051,0.030489
32,"Scotch Game",57567,0.575275,836,"Scotch Game: Malaniuk Variation","Malaniuk Variation",2162,0.021605
32,"Scotch Game",57567,0.575275,945,"Scotch Game: Scotch Gambit, Göring Gambit Declined","Scotch Gambit, Göring Gambit Declined",1786,0.017848
32,"Scotch Game",57567,0.575275,952,"Scotch Game: Göring Gambit","Göring Gambit",1772,0.017708
33,"Bogo-Indian Defense",50806,0.507712,125,"Bogo-Indian Defense: Grünfeld Variation","Grünfeld Variation",17840,0.178278
33,"Bogo-Indian Defense",50806,0.507712,217,"Bogo-Indian Defense: Nimzowitsch Variation","Nimzowitsch Variation",11427,0.114192
33,"Bogo-Indian Defense",50806,0.507712,280,"Bogo-Indian Defense: Retreat Variation","Retreat Variation",8581,0.085751
33,"Bogo-Indian Defense",50806,0.507712,418,"Bogo-Indian Defense: Wade-Smyslov Variation","Wade-Smyslov Variation",5779,0.057750
33,"Bogo-Indian Defense",50806,0.507712,596,"Bogo-Indian Defense: Vitolins Variation","Vitolins Variation",3855,0.038524
33,"Bogo-Indian Defense",50806,0.507712,652,"Bogo-Indian Defense: Exchange Variation","Exchange Variation",3324,0.033217
34,"Bird Opening",45373,0.453419,108,"Bird Opening","",20086,0.200722
34,"Bird Opening",45373,0.453419,110,"Bird Opening: Dutch Variation","Dutch Variation",19946,0.199323
34,"Bird Opening",45373,0.453419,628,"Bird Opening: From's Gambit","From's Gambit",3497,0.034946
34,"Bird Opening",45373,0.453419,922,"Bird Opening: From's Gambit, Lasker Variation","From's Gambit, Lasker Variation",1844,0.018427
35,"Horwitz Defense",43447,0.434172,32,"Horwitz Defense","",43447,0.434172
36,"Nimzowitsch Defense",41446,0.414176,249,"Nimzowitsch Defense: Williams Variation","Williams Variation",9970,0.099632
36,"Nimzowitsch Defense",41446,0.414176,260,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation","Scandinavian Variation, Advance Variation",9367,0.093606
36,"Nimzowitsch Defense",41446,0.414176,384,"Nimzowitsch Defense: Declined Variation","Declined Variation",6291,0.062867
36,"Nimzowitsch Defense",41446,0.414176,454,"Nimzowitsch Defense","",5430,0.054263
36,"Nimzowitsch Defense",41446,0.414176,559,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation","Scandinavian Variation, Exchange Variation",4245,0.042421
36,"Nimzowitsch Defense",41446,0.414176,625,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation","Kennedy Variation, Linksspringer Variation",3531,0.035286
36,"Nimzowitsch Defense",41446,0.414176,752,"Nimzowitsch Defense: Mikenas Variation","Mikenas Variation",2612,0.026102
37,"Torre Attack",39184,0.391571,132,"Torre Attack","",17255,0.172432
37,"Torre Attack",39184,0.391571,281,"Torre Attack: Classical Defense","Classical Defense",8573,0.085671
37,"Torre Attack",39184,0.391571,322,"Torre Attack: Fianchetto Defense","Fianchetto Defense",7411,0.074059
37,"Torre Attack",39184,0.391571,405,"Torre Attack: Classical Defense, Nimzowitsch Variation","Classical Defense, Nimzowitsch Variation",5945,0.059409
38,"Russian Game",37338,0.373124,321,"Russian Game: Nimzowitsch Attack","Nimzowitsch Attack",7430,0.074249
38,"Russian Game",37338,0.373124,457,"Russian Game: Modern Attack, Center Variation","Modern Attack, Center Variation",5417,0.054133
38,"Russian Game",37338,0.373124,460,"Russian Game: Three Knights Game","Three Knights Game",5382,0.053783
38,"Russian Game",37338,0.373124,615,"Russian Game","",3608,0.036055
38,"Russian Game",37338,0.373124,726,"Russian Game: Classical Attack, Staunton Variation","Classical Attack, Staunton Variation",2777,0.027751
38,"Russian Game",37338,0.373124,737,"Russian Game: Stafford Gambit","Stafford Gambit",2726,0.027241
38,"Russian Game",37338,0.373124,742,"Russian Game: Damiano Variation, Kholmov Gambit","Damiano Variation, Kholmov Gambit",2690,0.026882
38,"Russian Game",37338,0.373124,874,"Russian Game: Modern Attack, Symmetrical Variation","Modern Attack, Symmetrical Variation",2012,0.020106
38,"Russian Game",37338,0.373124,909,"Russian Game: Classical Attack","Classical Attack",1897,0.018957
38,"Russian Game",37338,0.373124,963,"Russian Game: French Attack","French Attack",1730,0.017288
38,"Russian Game",37338,0.373124,982,"Russian Game: Cozio Attack","Cozio Attack",1669,0.016679
39,"Vienna Game",36774,0.367488,326,"Vienna Game: Mieses Variation","Mieses Variation",7360,0.073550
39,"Vienna Game",36774,0.367488,520,"Vienna Game: Paulsen Variation","Paulsen Variation",4609,0.046058
39,"Vienna Game",36774,0.367488,618,"Vienna Game: Vienna Gambit, Paulsen Attack","Vienna Gambit, Paulsen Attack",3578,0.035755
39,"Vienna Game",36774,0.367488,633,"Vienna Game: Vienna Gambit, Main Line","Vienna Gambit, Main Line",3466,0.034636
39,"Vienna Game",36774,0.367488,647,"Vienna Game: Falkbeer Variation","Falkbeer Variation",3400,0.033977
39,"Vienna Game",36774,0.367488,660,"Vienna Game: Max Lange Defense","Max Lange Defense",3268,0.032658
39,"Vienna Game",36774,0.367488,735,"Vienna Game: Frankenstein-Dracula Variation","Frankenstein-Dracula Variation",2735,0.027331
39,"Vienna Game",36774,0.367488,775,"Vienna Game","",2485,0.024833
39,"Vienna Game",36774,0.367488,843,"Vienna Game: Vienna Gambit","Vienna Gambit",2129,0.021275
39,"Vienna Game",36774,0.367488,885,"Vienna Game: Stanley Variation","Stanley Variation",1982,0.019806
39,"Vienna Game",36774,0.367488,955,"Vienna Game: Anderssen Defense","Anderssen Defense",1762,0.017608
40,"Benko Gambit Accepted",34621,0.345973,169,"Benko Gambit Accepted: Fully Accepted Variation","Fully Accepted Variation",14410,0.144001
40,"Benko Gambit Accepted",34621,0.345973,282,"Benko Gambit Accepted: Modern Variation","Modern Variation",8558,0.085521
40,"Benko Gambit Accepted",34621,0.345973,444,"Benko Gambit Accepted: Pawn Return Variation","Pawn Return Variation",5516,0.055122
40,"Benko Gambit Accepted",34621,0.345973,545,"Benko Gambit Accepted: King Walk Variation","King Walk Variation",4341,0.043380
40,"Benko Gambit Accepted",34621,0.345973,940,"Benko Gambit Accepted: Fianchetto Variation","Fianchetto Variation",1796,0.017948
41,"Neo-Grünfeld Defense",34176,0.341526,208,"Neo-Grünfeld Defense: Classical Variation, Original Defense","Classical Variation, Original Defense",12037,0.120287
41,"Neo-Grünfeld Defense",34176,0.341526,392,"Neo-Grünfeld Defense: Classical Variation, Modern Defense","Classical Variation, Modern Defense",6189,0.061848
41,"Neo-Grünfeld Defense",34176,0.341526,476,"Neo-Grünfeld Defense: Delayed Exchange Variation","Delayed Exchange Variation",5138,0.051345
41,"Neo-Grünfeld Defense",34176,0.341526,514,"Neo-Grünfeld Defense: Ultra-Delayed Exchange Variation","Ultra-Delayed Exchange Variation",4656,0.046528
41,"Neo-Grünfeld Defense",34176,0.341526,553,"Neo-Grünfeld Defense: Ultra-delayed Exchange Variation","Ultra-delayed Exchange Variation",4277,0.042741
41,"Neo-Grünfeld Defense",34176,0.341526,913,"Neo-Grünfeld Defense: Goglidze Attack","Goglidze Attack",1879,0.018777
42,"Réti Opening",32321,0.322988,176,"Réti Opening: Advance Variation","Advance Variation",13854,0.138445
42,"Réti Opening",32321,0.322988,248,"Réti Opening","",9974,0.099672
42,"Réti Opening",32321,0.322988,675,"Réti Opening: Réti Accepted","Réti Accepted",3159,0.031568
42,"Réti Opening",32321,0.322988,870,"Réti Opening: Reversed Blumenfeld Gambit","Reversed Blumenfeld Gambit",2039,0.020376
42,"Réti Opening",32321,0.322988,972,"Réti Opening: Anglo-Slav Variation, New York System","Anglo-Slav Variation, New York System",1688,0.016868
42,"Réti Opening",32321,0.322988,1001,"Réti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line","Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line",1607,0.016059
43,"Tarrasch Defense",31855,0.318332,388,"Tarrasch Defense: Two Knights Variation","Two Knights Variation",6252,0.062477
43,"Tarrasch Defense",31855,0.318332,395,"Tarrasch Defense: Symmetrical Variation","Symmetrical Variation",6131,0.061268
43,"Tarrasch Defense",31855,0.318332,477,"Tarrasch Defense: Classical Variation","Classical Variation",5135,0.051315
43,"Tarrasch Defense",31855,0.318332,518,"Tarrasch Defense: Schara Gambit","Schara Gambit",4616,0.046128
43,"Tarrasch Defense",31855,0.318332,683,"Tarrasch Defense: Prague Variation","Prague Variation",3092,0.030899
43,"Tarrasch Defense",31855,0.318332,797,"Tarrasch Defense","",2374,0.023724
43,"Tarrasch Defense",31855,0.318332,838,"Tarrasch Defense: Classical Variation, Advance Variation","Classical Variation, Advance Variation",2154,0.021525
43,"Tarrasch Defense",31855,0.318332,853,"Tarrasch Defense: Dubov Tarrasch","Dubov Tarrasch",2101,0.020996
44,"Old Indian Defense",30523,0.305021,178,"Old Indian Defense","",13664,0.136546
44,"Old Indian Defense",30523,0.305021,344,"Old Indian Defense: Normal Variation","Normal Variation",6836,0.068313
44,"Old Indian Defense",30523,0.305021,561,"Old Indian Defense: Two Knights Variation","Two Knights Variation",4221,0.042181
44,"Old Indian Defense",30523,0.305021,597,"Old Indian Defense: Ukrainian Variation","Ukrainian Variation",3843,0.038404
44,"Old Indian Defense",30523,0.305021,894,"Old Indian Defense: Czech Variation","Czech Variation",1959,0.019577
45,"Van't Kruijs Opening",29588,0.295677,62,"Van't Kruijs Opening","",29588,0.295677
46,"Bishop's Opening",27722,0.277030,201,"Bishop's Opening: Vienna Hybrid","Vienna Hybrid",12196,0.121876
46,"Bishop's Opening",27722,0.277030,330,"Bishop's Opening: Berlin Defense","Berlin Defense",7284,0.072790
46,"Bishop's Opening",27722,0.277030,636,"Bishop's Opening: Vienna Hybrid, Spielmann Attack","Vienna Hybrid, Spielmann Attack",3451,0.034486
46,"Bishop's Opening",27722,0.277030,762,"Bishop's Opening: Vienna Hybrid, Hromádka Variation","Vienna Hybrid, Hromádka Variation",2546,0.025443
46,"Bishop's Opening",27722,0.277030,824,"Bishop's Opening","",2245,0.022435
47,"London System",26659,0.266407,72,"London System","",26659,0.266407
48,"East Indian Defense",25786,0.257683,76,"East Indian Defense","",25786,0.257683
49,"Rat Defense",25468,0.254505,159,"Rat Defense: English Rat","English Rat",15080,0.150697
49,"Rat Defense",25468,0.254505,499,"Rat Defense: Small Center Defense","Small Center Defense",4863,0.048597
49,"Rat Defense",25468,0.254505,667,"Rat Defense: Antal Defense","Antal Defense",3201,0.031988
49,"Rat Defense",25468,0.254505,807,"Rat Defense: Accelerated Gurgenidze","Accelerated Gurgenidze",2324,0.023224
50,"Owen Defense",24185,0.241684,83,"Owen Defense","",24185,0.241684
51,"Mieses Opening",23415,0.233989,98,"Mieses Opening","",21505,0.214903
51,"Mieses Opening",23415,0.233989,906,"Mieses Opening: Reversed Rat","Reversed Rat",1910,0.019087
52,"English Defense",21862,0.218470,94,"English Defense","",21862,0.218470
53,"Richter-Veresov Attack",17589,0.175769,129,"Richter-Veresov Attack","",17589,0.175769
54,"Van Geet Opening",17255,0.172432,133,"Van Geet Opening","",17255,0.172432
55,"Saragossa Opening",16786,0.167745,134,"Saragossa Opening","",16786,0.167745
56,"Mikenas Defense",16588,0.165766,165,"Mikenas Defense","",14754,0.147439
56,"Mikenas Defense",16588,0.165766,926,"Mikenas Defense: Lithuanian Variation","Lithuanian Variation",1834,0.018327
57,"Czech Defense",15558,0.155473,149,"Czech Defense","",15558,0.155473
58,"Petrov's Defense",14316,0.143062,664,"Petrov's Defense: Nimzowitsch Attack","Nimzowitsch Attack",3217,0.032148
58,"Petrov's Defense",14316,0.143062,731,"Petrov's Defense: Modern Attack, Center Variation","Modern Attack, Center Variation",2750,0.027481
58,"Petrov's Defense",14316,0.143062,753,"Petrov's Defense: Three Knights Game","Three Knights Game",2612,0.026102
58,"Petrov's Defense",14316,0.143062,809,"Petrov's Defense: Classical Attack, Staunton Variation","Classical Attack, Staunton Variation",2316,0.023144
58,"Petrov's Defense",14316,0.143062,953,"Petrov's Defense: Damiano Variation, Kholmov Gambit","Damiano Variation, Kholmov Gambit",1767,0.017658
58,"Petrov's Defense",14316,0.143062,987,"Petrov's Defense: Classical Attack","Classical Attack",1654,0.016529
59,"St. George Defense",13923,0.139135,203,"St. George Defense","",12113,0.121047
59,"St. George Defense",13923,0.139135,934,"St. George Defense: Polish Variation","Polish Variation",1810,0.018088
60,"Elephant Gambit",12335,0.123265,353,"Elephant Gambit","",6716,0.067114
60,"Elephant Gambit",12335,0.123265,426,"Elephant Gambit: Paulsen Countergambit","Paulsen Countergambit",5619,0.056151
61,"Yusupov-Rubinstein System",11822,0.118139,211,"Yusupov-Rubinstein System","",11822,0.118139
62,"King's Pawn Game",11814,0.118059,619,"King's Pawn Game","",3576,0.035735
62,"King's Pawn Game",11814,0.118059,653,"King's Pawn Game: Maróczy Defense","Maróczy Defense",3319,0.033167
62,"King's Pawn Game",11814,0.118059,721,"King's Pawn Game: Leonardis Variation","Leonardis Variation",2825,0.028231
62,"King's Pawn Game",11814,0.118059,854,"King's Pawn Game: Tayler Opening, Inverted Hanham","Tayler Opening, Inverted Hanham",2094,0.020926
63,"Anderssen's Opening",11738,0.117299,213,"Anderssen's Opening","",11738,0.117299
64,"Lion Defense",10697,0.106897,331,"Lion Defense: Lion's Jaw","Lion's Jaw",7253,0.072480
64,"Lion Defense",10697,0.106897,638,"Lion Defense: Anti-Philidor, Lion's Cave","Anti-Philidor, Lion's Cave",3444,0.034416
65,"Benko Gambit",9290,0.092836,328,"Benko Gambit","",7316,0.073110
65,"Benko Gambit",9290,0.092836,887,"Benko Gambit: Zaitsev System","Zaitsev System",1974,0.019726
66,"Polish Opening",8972,0.089658,269,"Polish Opening","",8972,0.089658
67,"Mexican Defense",8305,0.082993,290,"Mexican Defense","",8305,0.082993
68,"Giuoco Piano",8205,0.081994,292,"Giuoco Piano","",8205,0.081994
69,"Wade Defense",8093,0.080874,295,"Wade Defense","",8093,0.080874
70,"Pterodactyl Defense",7929,0.079236,537,"Pterodactyl Defense: Eastern, Benoni","Eastern, Benoni",4390,0.043870
70,"Pterodactyl Defense",7929,0.079236,903,"Pterodactyl Defense: Western, Rhamphorhynchus","Western, Rhamphorhynchus",1921,0.019197
70,"Pterodactyl Defense",7929,0.079236,997,"Pterodactyl Defense: Eastern, Anhanguera","Eastern, Anhanguera",1618,0.016169
71,"Queen's Indian Accelerated",7494,0.074889,318,"Queen's Indian Accelerated","",7494,0.074889
72,"Center Game",7011,0.070062,469,"Center Game: Berger Variation","Berger Variation",5238,0.052344
72,"Center Game",7011,0.070062,950,"Center Game: Normal Variation","Normal Variation",1773,0.017718
73,"Kádas Opening",6644,0.066394,357,"Kádas Opening","",6644,0.066394
74,"King's Gambit Accepted",6590,0.065855,550,"King's Gambit Accepted: Abbazia Defense","Abbazia Defense",4308,0.043050
74,"King's Gambit Accepted",6590,0.065855,816,"King's Gambit Accepted: Schallopp Defense","Schallopp Defense",2282,0.022804
75,"Benko Gambit Declined",6438,0.064336,505,"Benko Gambit Declined: Main Line","Main Line",4759,0.047557
75,"Benko Gambit Declined",6438,0.064336,974,"Benko Gambit Declined: Quiet Line","Quiet Line",1679,0.016778
76,"Ware Opening",6247,0.062427,389,"Ware Opening","",6247,0.062427
77,"Pseudo Queen's Indian Defense",6017,0.060129,401,"Pseudo Queen's Indian Defense","",6017,0.060129
78,"Blumenfeld Countergambit",5957,0.059529,404,"Blumenfeld Countergambit","",5957,0.059529
79,"Lasker Simul Special",5208,0.052044,474,"Lasker Simul Special","",5208,0.052044
80,"Slav Indian",5115,0.051115,478,"Slav Indian","",5115,0.051115
81,"Clemenz Opening",5109,0.051055,479,"Clemenz Opening","",5109,0.051055
82,"Englund Gambit Complex",5002,0.049986,704,"Englund Gambit Complex: Hartlaub-Charlick Gambit","Hartlaub-Charlick Gambit",2953,0.029510
82,"Englund Gambit Complex",5002,0.049986,867,"Englund Gambit Complex: Englund Gambit","Englund Gambit",2049,0.020476
83,"Englund Gambit",4891,0.048876,496,"Englund Gambit","",4891,0.048876
84,"Polish Defense",4636,0.046328,516,"Polish Defense","",4636,0.046328
85,"Three Knights Opening",4247,0.042441,558,"Three Knights Opening","",4247,0.042441
86,"Grob Opening",3941,0.039383,586,"Grob Opening","",3941,0.039383
87,"Barnes Opening",3857,0.038544,595,"Barnes Opening","",3857,0.038544
88,"King's Knight Opening",3807,0.038044,862,"King's Knight Opening: Konstantinopolsky","Konstantinopolsky",2058,0.020566
88,"King's Knight Opening",3807,0.038044,958,"King's Knight Opening: Normal Variation","Normal Variation",1749,0.017478
89,"King's Gambit Declined",3596,0.035935,893,"King's Gambit Declined: Classical Variation","Classical Variation",1961,0.019597
89,"King's Gambit Declined",3596,0.035935,993,"King's Gambit Declined: Queen's Knight Defense","Queen's Knight Defense",1635,0.016339
90,"?",3413,0.034107,642,"?","",3413,0.034107
91,"Ware Defense",3413,0.034107,643,"Ware Defense","",3413,0.034107
92,"Ponziani Opening",3339,0.033367,651,"Ponziani Opening: Jaenisch Counterattack","Jaenisch Counterattack",3339,0.033367
93,"Kangaroo Defense",3084,0.030819,685,"Kangaroo Defense","",3084,0.030819
94,"Amar Opening",2882,0.028800,715,"Amar Opening","",2882,0.028800
95,"Englund Gambit Declined",2690,0.026882,741,"Englund Gambit Declined: Reversed French","Reversed French",2690,0.026882
96,"Blackmar-Diemer Gambit",2493,0.024913,773,"Blackmar-Diemer Gambit: von Popiel Gambit","von Popiel Gambit",2493,0.024913
97,"Duras Gambit",2440,0.024383,787,"Duras Gambit","",2440,0.024383
98,"Gedult's Opening",2340,0.023384,800,"Gedult's Opening","",2340,0.023384
99,"Danish Gambit",2317,0.023154,808,"Danish Gambit","",2317,0.023154
100,"Rapport-Jobava System, with e6",2312,0.023104,811,"Rapport-Jobava System, with e6","",2312,0.023104
101,"Fried Fox Defense",2009,0.020076,875,"Fried Fox Defense","",2009,0.020076
102,"Carr Defense",1985,0.019836,884,"Carr Defense","",1985,0.019836
103,"Nimzowitsch Defense, Declined Variation",1904,0.019027,907,"Nimzowitsch Defense, Declined Variation","",1904,0.019027
104,"Goldsmith Defense",1862,0.018607,917,"Goldsmith Defense","",1862,0.018607
105,"King's Indian Defense, Fianchetto Variation, Classical Variation",1818,0.018168,931,"King's Indian Defense, Fianchetto Variation, Classical Variation","",1818,0.018168
106,"Danish Gambit Declined",1778,0.017768,948,"Danish Gambit Declined: Sorensen Defense","Sorensen Defense",1778,0.017768
107,"Semi-Slav Defense Accepted",1705,0.017038,969,"Semi-Slav Defense Accepted","",1705,0.017038
108,"Barnes Defense",1678,0.016768,975,"Barnes Defense","",1678,0.016768
